simb,n_simb,ucar_id,descr_ucar,tipo,cap_uso,ucar_ip,act
Co126,1,440,GND Complejo de suelos hidromorficos Huergo 126,GND,VIIws,5,0
Co127,1,441,Comp Indif. Complejo de suelos hidromorficos poco anegables Canada del Hinojo I 127,Comp Indif.,VIIws,8,0
Co13,1,442,Comp Indif. Complejo de suelos hidromorficos del Arroyo de las Escobas 13,Comp Indif.,VIws,10,0
Co14,1,443,Comp Indif. Complejo de suelos alcalinos del Arroyo Juarez 14,Comp Indif.,VIws,10,0
Co141,1,444,Comp Indif. Complejo hidromorfico alcalino sodico Laguna del Tigre 141,Comp Indif.,VIIws,8,0
Co142,1,445,Comp Indif. Complejo halohidromorfico Canada las Saladas 142,Comp Indif.,VIIws,8,0
Co143,1,446,Comp Indif. Complejo alcalino sodico Canada las Saladas 143,Comp Indif.,VIIws,8,0
Co144,1,447,Comp Indif. Complejo halohidromorfico Canada las Saladas 144,Comp Indif.,VIIws,6,0
Co145,1,448,Comp Indif. Complejo hidromorfico salino alcalino Rio Lujan I 145,Comp Indif.,VIws,16,0
Co146,1,449,Comp Indif. Complejo alcalino Rio Lujan II 146,Comp Indif.,VIIws,4,0
Co147,1,450,Comp Indif. Complejo salino alcalino Rio Lujan III 147,Comp Indif.,VIIws,1,0
Co148,1,451,Comp Indif. Complejo de suelos hidromorficos Rio Lujan II engrosada 148,Comp Indif.,VIws,17,0
Co15,1,452,Comp Indif. Complejo de suelos alcalinos anegables del Arroyo Ramallo I 15,Comp Indif.,VIws,12,0
Co150,1,453,Complejo de suelos muy poco anegables hidromorficos-alcalinos Carmen de Areco 150,NA,VIws,25,0
Co151,1,454,Comp Indif. Complejo de suelos hidromorficos Carmen de Areco engrosada 151,Comp Indif.,VIws,10,0
Co152,1,455,Comp Indif. Complejo de suelos alcalinos hidromorficos Rio Lujan I 152,Comp Indif.,VIws,18,0
Co153,1,456,Comp Indif. Complejo de suelos anegables con alcalinidad Rio Areco Ia 153,Comp Indif.,VIws,19,0
Co154,1,457,Comp Indif. Complejo Rio Lujan III 154,Comp Indif.,VIIws,5,0
Co155,1,458,Comp Indif. Complejo de suelos hidromorficos Rio Lujan II 155,Comp Indif.,VIws,4,0
Co156,1,459,Comp Indif. Complejo de suelos hidromorficos alcalinos Rio Areco I 156,Comp Indif.,VIws,15,0
Co157,1,460,Comp Indif. Complejo de suelos Rio Areco I anegables-alcalinos 157,Comp Indif.,VIws,12,0
Co158,1,461,Comp Indif. Complejo de suelos Rio Areco I engrosada anegables 158,Comp Indif.,VIws,12,0
Co159,1,462,Comp Indif. Complejo de suelos Rio Areco II anegables 159,Comp Indif.,VIws,10,0
Co160,1,463,Comp Indif. Complejo de suelos hidromorficos CaÃ±ada Honda I 160,Comp Indif.,VIws,15,0
Co161,1,464,Comp Indif. Complejo de suelos CaÃ±ada Honda I muy anegables 161,Comp Indif.,VIIws,9,0
Co162,1,465,Comp Indif. Complejo de suelos hidromorficos alcalinos Canada de la Cruz 162,Comp Indif.,VIws,10,0
Co163,1,466,Comp Indif. Complejo de suelos ligeramente erosionados alcalinos Los Cardales 163,Comp Indif.,VIes,16,0
Co164,1,467,Comp Indif. Complejo de suelos hidromorficos alcalinos Rio Lujan III 164,Comp Indif.,VIIws,5,0
Co165,1,468,Comp Indif. Complejo de suelos hidromorficos Arroyo Giles 165,Comp Indif.,IVws,24,0
Co17,1,469,Comp Indif. Complejo de suelos hidromorficos Arroyo Dulce I 17,Comp Indif.,IVws,34,0
Co18,1,470,Comp Indif. Complejo de suelos anegables del Arroyo Dulce I 18,Comp Indif.,VIws,25,0
Co182,1,471,Comp Indif. Complejo Laguna La Pantanosa III 182,Comp Indif.,VIIws,1,0
Co187,1,472,Comp Indif. Complejo Laguna La Salamanca 187,Comp Indif.,VIws,7,0
Co19,1,473,Comp Indif. Complejo de suelos alcalinos anegables Arroyo Las Saladas 19,Comp Indif.,VIIws,10,0
Co190,1,474,GND Complejo Laguna La Picasa I 190,GND,VIII,4,0
Co2,1,475,Comp Indif. Complejo de suelos hidromorficos del Arroyo Pergamino II 2,Comp Indif.,VIIws,5,0
Co20,1,476,Comp Indif. Complejo de suelos pobremente drenados Carabelas 20,Comp Indif.,IVw,35,0
Co206,1,477,Comp Indif. Complejo de suelos alcalinos hidromorficos Arroyo del Azul 206,Comp Indif.,VIIws,8,0
Co208,1,478,GND Complejo de suelos salino alcalinos 208,GND,VIIws,10,0
Co209,1,479,Comp Indif. Complejo de suelos aluviales hidromorficos Rio Salado III 209,Comp Indif.,VIws,10,0
Co21,1,480,Comp Indif. Complejo de suelos anegables Carabelas 21,Comp Indif.,VIws,25,0
Co22,1,481,Comp Indif. Complejo de suelos sodicos del Arroyo Manantiales de las Piedras 22,Comp Indif.,VIIws,10,0
Co23,1,482,Comp Indif. Complejo de suelos hidromorficos y alcalinos Rio Rojas I 23,Comp Indif.,VIws,15,0
Co24,1,483,Comp Indif. Complejo de suelos alcalinos y pobremente drenados Rio Rojas II 24,Comp Indif.,VIIws,10,0
Co25,1,484,Comp Indif. Complejo de suelos anegables rio Rojas I 25,Comp Indif.,VIIws,10,0
Co26,1,485,Comp Indif. Complejo de suelos altamente alcalinos Rio Salto II 26,Comp Indif.,VIIws,10,0
Co27,1,486,Comp Indif. Complejo de suelos alcalinos Arroyo Saladillo de la Vuelta I 27,Comp Indif.,VIws,13,0
Co28,1,487,Comp Indif. Complejo de suelos alcalinos parcialmente anegables Arroyo Saladillo de la Vuelta II 28,Comp Indif.,VIws,15,0
Co29,1,488,Comp Indif. Complejo de suelos alcalinos anegables Arroyo Saladillo de la Vuelta III 29,Comp Indif.,VIIws,8,0
Co3,1,489,Comp Indif. Complejo de suelos alcalinos del Arroyo Pergamino III 3,Comp Indif.,IVws,34,0
Co30,1,490,GND Complejo de suelos pobremente drenados alcalinos Arroyo Saladillo de la Vuelta II 30,GND,VIIws,8,0
Co31,1,491,Comp Indif. Complejo aluvial del Rio Arrecifes I 31,Comp Indif.,VIws,10,0
Co32,1,492,Comp Indif. Complejo de suelos moderadamente bien drenados y con sectores alcalinos Rio Salto I 32,Comp Indif.,IVws,32,0
Co33,1,493,Comp Indif. Complejo de suelos Rio Salto I muy poco anegable 33,Comp Indif.,IVws,39,0
Co34,1,494,Comp Indif. Complejo de suelos Rio Salto I moderadamente erosionadas 34,Comp Indif.,IVes,35,0
Co35,1,495,Comp Indif. Complejo de suelos Rio Salto II moderadamente erosionada con sectores engrosados 35,Comp Indif.,VIws,20,0
Co36,1,496,Comp Indif. Complejo de suelos alcalinos y mal drenados Arroyo Saladillo Grande 36,Comp Indif.,VIws,15,0
Co37,1,497,Comp Indif. Complejo de suelos hidromorficos ligeramente alcalinos Arroyo de la Biznaga 37,Comp Indif.,VIws,13,0
Co38,1,498,Comp Indif. Complejo de suelos hidromorficos alcalinos Canada Colon II 38,Comp Indif.,VIws,15,0
Co39,1,499,Comp Indif. Complejo de suelos anegables alcalinos de los Canales de Wheelwright 39,Comp Indif.,VIws,15,0
Co40,1,500,Comp Indif. Complejo de suelos alcalinos salinos Chanarito 40,Comp Indif.,VIIws,4,0
Co41,1,501,Comp Indif. Complejo formado por suelos alcalinos anegables Auxio 41,Comp Indif.,VIIws,4,0
Co5,1,502,Comp Indif. Complejo de suelos alcalinos hidromorficos del Arroyo Sin Nombre 5,Comp Indif.,VIws,15,0
Co53,1,503,GND Complejo de suelos alcalinos Arroyo del Medio I 53,GND,VIws,12,0
Co54,1,504,GND Complejo de suelos hidromorficos alcalinos Arroyo del Medio II 54,GND,VIws,15,0
Co6,1,505,Comp Indif. Complejo de suelos alcalinos de la Laguna La Tigra 6,Comp Indif.,VIws,15,0
Co69,1,506,Comp Indif. Complejo de suelos sodicos del arroyo El Pelado 69,Comp Indif.,VIIws,9,0
Co7,1,507,GND Complejo de suelos hidromorficos alcalinos Banados del Juncal 7,GND,VIws,15,0
Co70,1,508,Comp Indif. Complejo de suelos sodicos muy anegables del arroyo El Pelado I 70,Comp Indif.,VIIws,5,0
Co71,1,509,Comp Indif. Complejo de suelos alcalinos del arroyo Pinieyro I 71,Comp Indif.,VIws,14,0
Co72,1,510,GND Complejo de suelos alcalinos anegables del arroyo Pineyro II 72,GND,VIIws,8,0
Co73,1,511,Comp Indif. Complejo de suelos alcalinos anegables Ham 73,Comp Indif.,VIws,17,0
Co74,1,512,Comp Indif. Complejo de suelos con drenaje muy pobre y muy anegable Ham 74,Comp Indif.,VIIws,8,0
Co75,1,513,GND Complejo de suelos alcalinos sodicos del arroyo Salado 75,GND,VIIws,6,0
Co76,1,514,Comp Indif. Complejo de suelos hidromorficos alcalinos Laguna El Chanar 76,Comp Indif.,VIIws,5,0
Co77,1,515,GND Complejo de suelos aluviales alcalinos y mal drenados Estancia El Cuero 77,GND,VIIws,7,0
Co78,1,516,GND Complejo de suelos alcalinos ligeramente salinos muy hidromorficos Laguna de Gomez I 78,GND,VIIws,10,0
Co79,1,517,Comp Indif. Complejo de suelos erosionados alcalinos sodicos Arroyo Ramallo II 79,Comp Indif.,VIws,12,0
Co8,1,518,Comp Indif. Complejo de suelos alcalinos Banados del Juncal muy anegable 8,Comp Indif.,VIws,15,0
Co80,1,519,Comp Indif. Complejo de suelos hidromorficos anegables Arroyo de Las Hermanas 80,Comp Indif.,VIws,12,0
Co81,1,520,Comp Indif. Complejo de suelos hidromorficos alcalinos La Emilia 81,Comp Indif.,VIws,15,0
Co82,1,521,Comp Indif. Complejo de suelos hidromorficos Las Bahamas 82,Comp Indif.,VIws,15,0
Co83,1,522,Comp Indif. Complejo de suelos del plano aluvial Arroyo Espinillo 83,Comp Indif.,VIIws,7,0
Co84,1,523,Comp Indif. Complejo de suelos alcalinos e hidromorficos Arroyo de Los Cueros 84,Comp Indif.,VIIws,7,0
Co86,1,524,Comp Indif. Complejo de suelos alcalino sodicos e hidromorficos Laguna del Tigre 86,Comp Indif.,VIws,16,0
Co87,1,525,Comp Indif. Complejo de suelos hidromorficos Rio Arrecifes II 87,Comp Indif.,VIIws,4,0
Co88,1,526,Comp Indif. Complejo de suelos hidromorficos Rio Arrecifes II muy anegable 88,Comp Indif.,VIIws,3,0
Co89,1,527,Comp Indif. Complejo hidromorfico CaÃ±ada Honda II 89,Comp Indif.,VIws,10,0
Co9,1,528,GND Complejo de suelos alcalinos anegables de la Canada Colon I 9,GND,VIIws,10,0
Co90,1,529,Comp Indif. Complejo hidromorfico Rio Areco II 90,Comp Indif.,VIws,15,0
Co91,1,530,Comp Indif. Complejo hidromorfico Arroyo Burgos 91,Comp Indif.,VIws,10,0
Co92,1,531,Comp Indif. Complejo de suelos hidromorficos Arroyo del Tala 92,Comp Indif.,VIws,10,0
Co93,1,532,Comp Indif. Complejo de suelos hidromorficos arroyo del Tala muy anegable 93,Comp Indif.,VIIws,3,0
Co94,1,533,GND Complejo de suelos hidromorficos La Emilia 94,GND,VIIws,5,0
Co95,1,534,GND Complejo de suelos salinos muy anegables Arroyo Salado 95,GND,VIIws,4,0
Co96,1,535,Comp Indif. Complejo de suelos alcalinos e hidromorficos Rio Salado IIa 96,Comp Indif.,VIIws,10,0
Co97,1,536,GND Complejo de suelos salinos muy anegables Arroyo Pineyro II 97,GND,VIIws,6,0
Co98,1,537,GND Complejo de suelos alcalinos anegables Laguna de Gomez II 98,GND,VIIws,6,0
Co99,1,538,GND Complejo Laguna de Gomez II 99,GND,VIIIws,4,0
CoAA,1,539,Comp Indif. Complejo indiferenciado de suelos,Comp Indif.,VIIws,5,0
CoAAL,1,540,Comp Indif. Complejo de suelos hidromoficos alcalinos del plano aluvial Arroyo Langueyu,Comp Indif.,VIIws,5,0
CoAC,1,541,Comp Indif. Complejo Arroyo Camarones,Comp Indif.,VIIws,1,0
CoACl,1,542,GND Terraza del Arroyo Claromeco,GND,VIIws,10,0
CoAD,1,543,GND Complejo de suelos alcalinos Arroyo Dulce,GND,VIIws,4,0
CoAES,1,544,GND Complejo de suelos hidromorficos Arroyo El Siasgo,GND,VIIws,8,0
CoAJB,1,545,Comp Indif. Arroyo Juan Blanco,Comp Indif.,VIIws,4,0
CoAlAAb,1,546,GND Complejo de suelos alcalinos del Arroyo Abascay,GND,VIws,20,0
CoAlAEs,1,547,GND Complejo alcalino sodico Arroyo Espinillo,GND,VIws,14,0
CoAlAoD,1,548,GND Complejo aluvial alcalino del Arroyo Durazno,GND,VIIws,8,0
CoAlSLM,1,549,GND Complejo de suelos alcalino salinos Los Mochos,GND,VIIws,8,0
CoANa,1,550,GND Complejo de suelos del Arroyo Naposta Grande,GND,VIIws,10,0
CoAoArr,1,551,Comp Indif. Arroyo Arregui,Comp Indif.,VIIws,4,0
CoAoBr,1,552,Comp Indif. Complejo de suelos anegables alcalinos Arroyo Brandsen,Comp Indif.,VIIws,10,0
CoAoC,1,553,GND Complejo Arroyo Coloquene,GND,VIIws,4,0
CoAoCÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â¿ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â½s,1,557,Comp Indif. Complejo alcalino del Arroyo Canuelas,Comp Indif.,VIIws,NA,0
CoAoCh,1,554,GND Complejo de suelos anegables alcalinos Arroyo Chapaleofu,GND,VIII,4,0
CoAoChG,1,555,Comp Indif. Complejo de suelos alcalinos Arroyo Chapaleofu Grande,Comp Indif.,VIIws,8,0
CoAoChi,1,556,GND Complejo de suelos hidromorficos alcalinos Arroyo Chivilcoy,GND,VIIws,6,0
CoAoEP,1,558,Comp Indif. Complejo de suelos alcalinos anegables del Arroyo El Plata,Comp Indif.,VIIws,12,0
CoAoG,1,559,Comp Indif. complejo,Comp Indif.,VIIws,0,0
CoAoGi,1,560,Comp Indif. Arroyo Guamini suelos alcalinos anegables,Comp Indif.,VIIws,5,0
CoAoGu,1,561,GND Complejo de suelos hidromorficos alcalinos Arroyo del Gualicho,GND,VIIws,7,0
CoAoH,1,562,Comp Indif. Complejo de suelos hidromorficos del Arroyo del Haras,Comp Indif.,VIws,16,0
CoAoHs,1,563,Comp Indif. Complejo de suelos alcalinos anegables Arroyo Los Huesos,Comp Indif.,VIIws,9,0
CoAoHx,1,564,Comp Indif. Complejo de suelos hidromorficos Arroyo del Haras,Comp Indif.,VIws,16,0
CoAoIR,1,565,GND Grupo de suelos indiferenciados,GND,VIIws,5,0
CoAoLCh,1,566,Comp Indif. Complejo alcalino hidromorfico de la terraza baja del Arroyo La Choza,Comp Indif.,VIIws,8,0
CoAoLF,1,567,GND Complejo de suelos salino alcalinos del Arroyo Las Flores,GND,VIIws,8,0
CoAoLG,1,568,GND Complejo de suelos salinos alcalinos e hidromorficos del Arroyo Las Garzas,GND,VIIws,8,0
CoAoLGfa,1,569,GND Complejo de suelos salinos alcalinos del arroyo Las Garzas,GND,VIIws,9,0
CoAoMo,1,570,GND Complejo aluvial alcalino del Arroyo Morales,GND,VIIws,8,0
CoAoMs,1,571,GND Complejo aluvial Arroyo Mostaza,GND,VIIws,8,0
CoAoMt,1,572,Comp Indif. complejo,Comp Indif.,VIIws,0,0
CoAoN,1,573,GND Complejo Arroyo Napaleufu,GND,VIIws,4,0
CoAoNa,1,574,GND Complejo de suelos salinos hidromorficos del Arroyo Navarro,GND,VIIws,4,0
CoAoNch,1,575,GND Complajo de suelos hidromorficos del arroyo Naposta Chico,GND,VIIws,6,0
CoAoO,1,576,Comp Indif. Complejo hidromorficos Arroyo del Oro,Comp Indif.,VIws,25,0
CoAoOd1,1,577,Comp Indif. Complejo halomorfico Arroyo del Oro 1,Comp Indif.,VIws,17,0
CoAoOd2,1,578,Comp Indif. Complejo Arroyo del Oro 2,Comp Indif.,VIws,10,0
CoAoPch,1,579,GND Complejo Arroyo Pillahuinco Chico,GND,VIIws,5,0
CoAoPe,1,580,Comp Indif. Complejo de suelos inundables alcalinos Arroyo El Perdido,Comp Indif.,VIIws,3,0
CoAoPi,1,581,GND Arroyo Pigue suelos salinos alcalinos,GND,VIIws,5,0
CoAoPi1,1,582,Plano aluvial del arroyo Pigue alcalino salino 1,NA,VIws,15,0
CoAoPs,1,583,Comp Indif. Complejo de suelos salinos alcalinos Arroyo Piedritas,Comp Indif.,VIIws,7,0
CoAoQo,1,584,Comp Indif. Complejo de suelos hidromorficos salinos Arroyo Quilco,Comp Indif.,VIIIws,4,0
CoAoRo,1,585,GND Complejo alcalino del Arroyo Rodriguez,GND,VIIws,6,0
CoAoS,1,586,GND Grupo no diferenciado Arroyo Saladillo,GND,VIII,4,0
CoAoSal,1,587,GND Complejo de suelos salino alcalinos del Arroyo Saladillo,GND,VIIws,10,0
CoAoSch,1,588,GND Complejo de suelos del Arroyo Sauce Grande,GND,VIIws,NA,0
CoAoSG,1,589,GND Complejo de suelos del Arroyo Sauce Grande,GND,VIIws,5,0
CoAoSo,1,590,Comp Indif. Complejo de suelos halohidromorficos del Arroyo Salado,Comp Indif.,VIIIws,2,0
CoAoTa,1,591,GND Complejo de suelos alcalinos hidromorficos Arroyo Tapalque,GND,VIIws,9,0
CoAoTa1,1,592,GND Complejo de suelos salino alcalinos anegables Arroyo Tapalque 1 1,GND,VIIws,8,0
CoAoTp,1,593,GND Complejo de suelos hidromorficos alcalinos Arroyo Tapalquen 2,GND,VIIws,6,0
CoAoTu,1,594,GND Complejo de suelos alcalino salinos Arroyo Tandileofu,GND,VIIws,4,0
CoAoV,1,595,Comp Indif. Arroyo Venado y areas de influencias suelos alcalinos salinos,Comp Indif.,VIIws,10,0
CoAoVa,1,596,GND Complejo de suelos hidromorficos salinos Arroyo Vallimanca,GND,VIIws,4,0
CoAoVi,1,597,Comp Indif. Complejo de suelos alcalinos hidromorficos Arroyo Videla,Comp Indif.,VIws,11,0
CoAoVt,1,598,GND Complejo Arroyo Vitel,GND,VIIws,4,0
CoAoVv,1,599,Comp Indif. Complejo Arroyo Vivorata,Comp Indif.,VIIws,4,0
CoARi1,1,600,GND Complejo de suelos halohidromorfico alcalino Abra Rivera 1,GND,VIws,15,0
CoASa,1,601,GND Complejo del Arroyo Saladillo,GND,VIIws,10,0
CoASC,1,602,GND Complejo del Arroyo Sauce Chic,GND,VIIws,0,0
CoAt,1,603,GND Complejo hidromorfico Atalaya,GND,VIIws,4,0
CoATARS,1,604,Comp Indif. GND,Comp Indif.,VIIws,4,0
CoATpa,1,605,GND Suelos halo hidromorficos,GND,VIIws,0,0
CoATpa1,1,606,GND Suelos halo hidromorficos 1,GND,VIIws,0,0
CoAy,1,607,GND Complejo de suelos hidromorficos Almeyra,GND,VIIws,8,0
Cob,1,608,Asociacion Cobo,Asociacion,IIe,75,0
Cob1,1,609,Asociacion Cobo 1,Asociacion,IIIws,60,0
Cob11,1,610,Asociacion Cobo 11,Asociacion,IIws,47,0
Cob12,1,611,Asociacion Cobo 12,Asociacion,IIIws,56,0
Cob13,1,612,Asociacion Cobo 13,Asociacion,IIIws,55,0
Cob14,1,613,Asociacion Cobo 14,Asociacion,IIIws,65,0
Cob2,1,614,Asociacion Cobo 2,Asociacion,IIIws,0,0
Cob3,1,615,Asociacion Cobo 3,Asociacion,IVws,40,0
Cob4,1,616,Asociacion Cobo 4,Asociacion,IIIws,57,0
Cob5,1,617,Complejo Cobo 5,Complejo,IIe,69,0
Cob6,1,618,Complejo Cobo 6,Complejo,IIe,64,0
Cob7,1,619,Complejo Cobo 7,Complejo,IIe,61,0
Cob8,1,620,Complejo Cobo 8,Complejo,IIIe,61,0
Cob9,1,621,Complejo Cobo 9,Complejo,IIIe,41,0
CoBt,1,622,Asociacion Complejo anegable Batan,Asociacion,VIIws,5,0
CoBy,1,623,Asociacion Complejo de suelos hidrohalomorficos Bayauca,Asociacion,VIIws,7,0
CoCA,1,624,Comp Indif. Complejo alcalino de la Canada de Arias,Comp Indif.,VIIws,7,0
CoCaTo,1,625,GND Complejo de suelos alcalinos de la Canada del Toro,GND,VIIws,9,0
CoCh,1,626,Complejo Complejo Arroyo Chasico,Complejo,VIIws,5,0
CoCM,1,627,Complejo de suelos alcalinos salinos e hidromorficos Arroyo Cristiano Muerto,Complejo,VIII,4,0
CoCpt,1,628,Complejo de suelos hidrohalomorficos Copetonas,Complejo,VIIws,5,0
CoDf,1,629,Comp Indif. Complejo halohidromorfico Arroyo Deferrari,Comp Indif.,VIIws,0,0
CoEA,1,630,Complejo indiferenciado Esquina de Arguas,Complejo indifere,VIIws,4,0
CoEA1,1,631,Complejo indiferenciado Esquina de Arguas,Complejo indifere,VIIws,4,0
CoEC,1,632,GND Complejo de suelos alcalinos anegables Estancia El Cimarron,GND,VIws,12,0
CoED,1,633,GND Grupo no diferenciado El Destino,GND,VIIws,4,0
CoEDfin2,1,634,Complejo El Destino 2,GND,VIIws,4,0
CoELL,1,635,GND Estacion La Larga hidromorfico salino alcalino,GND,VIIws,5,0
CoETa,1,636,GND Grupo no diferenciado El Talamacho,GND,VIIws,0,0
CoFR,1,637,Comp Indif. Complejo de suelos hidrohalomorficos Fortin Refugio,Comp Indif.,VIIws,7,0
CoGoy,1,638,GND Complejo de suelos alcalinos inundables,GND,VIIws,5,0
CoGz,1,639,GND Complejo de suelos hidromorficos La Guarida del Zorro,GND,VIIws,0,0
Coii,1,640,GND Grupo no diferenciado inundable,GND,VIIws,5,0
CoInED,1,641,GND Complejo El Destino,GND,VIIws,4,0
CoInRM,1,642,GND Complejo inundable Rio Matanza,GND,VIIws,6,0
CoLA,1,643,Laguna Alsina suelos halohidromorficos,NA,VIIws,5,0
CoLB,1,644,GND Complejo hidrohalomorfico La Ballenera,GND,VIIws,7,0
CoLB1,1,645,GND Complejo halohidromorfico La Ballenera 1,GND,VIIws,5,0
CoLC,1,646,Comp Indif. Complejo de suelos hidrohalomorficos Laguna Calise,Comp Indif.,VIIws,7,0
CoLCa,1,647,GND Complejo hidromorfico La Carlota,GND,VIIws,5,0
CoLCh,1,648,GND Complejo de suelos inundables Laguna Chica,GND,VIIws,8,0
CoLCH,1,649,GND Complejo de suelos alcalinos anegables Los Chingolos,GND,VIws,12,0
CoLChi,1,650,GND Complejo de suelos alcalino salinos anegables Arroyo Las Chilcas,GND,VIIws,4,0
CoLE,1,651,GND Complejo de suelos alcalinos anegables La Emma,GND,VIIws,8,0
CoLEC,1,652,GND Complejo Laguna El Chancho,GND,VIIws,5,0
CoLH,1,653,Comp Indif. Complejo de suelos hidrohalomorficos Los Huesos,Comp Indif.,VIIws,10,0
CoLL,1,654,Laguna La Larga suelos alcalinos sodicos,NA,VIws,15,0
CoLLb,1,655,GND Complejo La Libertad,GND,VIIws,4,0
CoLLg,1,656,GND Complejo La Laguna,GND,VIIws,4,0
CoLLob,1,657,GND Complejo de suelos hidromorficos salinos Laguna de Lobos,GND,VIIws,6,0
CoLLp,1,658,GND Complejo La Limpia,GND,VIIws,4,0
CoLM,1,659,Comp Indif. Complejo hidromorfico Los Mochos,Comp Indif.,VIIws,7,0
CoLMfin,1,660,GND Complejo hidromorfico salino Los Mochos inundable,GND,VIIws,0,0
CoLMo,1,661,Laguna de Monte suelos alcalinos,NA,VIws,15,0
CoLMu,1,662,GND Complejo de suelos alcalino salinos Laguna Las Mulitas,GND,VIIws,8,0
CoLNa,1,663,GND Complejo de suelos alcalinos Laguna Navarro,GND,VIIws,10,0
CoLNafd,1,664,GND Complejo halohidromorfico de la laguna Navarro,GND,VIIws,7,0
CoLS,1,665,GND Complejo La Saturna,GND,VIIws,4,0
CoLSa,1,666,Comp Indif. Complejo de suelos hidrohalomorficos Laguna La Salada,Comp Indif.,VIIws,4,0
CoLSaI,1,667,GND Laguna La Salada I,GND,VIIws,10,0
CoLSaII,1,668,GND Laguna La Salada II,GND,VIIws,10,0
CoLSal,1,669,GND Laguna La Salada I,GND,NA,0,0
CoLSe,1,670,GND Laguna Salale,GND,VIIws,10,0
CoLSL,1,671,GND Complejo de suelos halohidromorficos Laguna San Luis,GND,VIIws,8,0
CoLT,1,672,Comp Indif. Complejo Laguna Los Toldos,Comp Indif.,NA,7,1
CoLTg,1,673,Complejo de suelos halohidromorficos La Tigra,Complejo,VIIws,5,0
CoLTo,1,674,GND Suelos hidrohalomorficos Laguna Los Toldos,GND,VIIws,5,0
CoLTp,1,675,"Comp Indif. Complejo halohidromorfico (anegable), o alcalino La Tapera",Comp Indif.,VIws,7,0
CoMC,1,676,GND complejo,GND,VIIws,8,0
CoNi,1,677,Comp Indif. Complejo de suelos salinos alcalinos del Arroyo Nieves,Comp Indif.,VIIws,8,0
CoOr,1,678,Comp Indif. Complejo de suelos bajos Oriente,Comp Indif.,VIIws,0,0
CoPBTA,1,679,GND Suelos hidromorficos del Primer Brazo del Arroyo Tres Arroyos,GND,VIIws,5,0
CoPhc,1,680,GND Complejo indiferenciado hidromorfico Pehuenco salino alcalino,GND,VIIws,1,0
CoPn,1,681,GND Suelos alcalinos Laguna Puan,GND,VIIws,10,0
CoPo,1,682,GND Complejo de suelos hidromorficos alcalinos Poblet,GND,VIws,20,0
CoRB,1,683,GND Complejo de suelos alcalinos anegables Ramon Biaus,GND,VIIws,8,0
CoRLfd2,1,684,Comp Indif. Complejo alcalino del Rio Lujan 2,Comp Indif.,VIIws,9,0
CoRQ,1,685,Comp Indif. Complejo Halohidromorfico del Rio Quequen,Comp Indif.,VIws,8,0
CoRQS,1,686,Comp Indif. Complejo indiferenciado del Rio Quequen,Comp Indif.,VIIws,0,0
CoRS,1,687,Comp Indif. Complejo de suelos alcalino salinos Rio Salado,Comp Indif.,VIIws,6,0
CoRSaIIb,1,688,GND Complejo de suelos alcalinos de la terraza del Rio Salado IIb,GND,VIIws,10,0
CoRSII,1,689,GND Complejo de suelos aluviales alcalinos del Rio Salado II,GND,VIIws,6,0
CoRSIIb,1,690,GND Complejo de suelos alcalinos de la terraza del Rio Salado IIb,GND,VIIws,4,0
CoRv,1,691,GNA Complejo hidromorfico salino Rivas,GNA,VIIws,10,0
CoSaAlin,1,692,GND Grupo no diferenciado alcalino y salino,GND,VIIws,0,0
CoSACaM,1,693,Comp Indif. Complejo Indiferenciado Salino Alcalino Canal Mercante,Comp Indif.,VIws,0,0
CoSb,1,694,GND Complejo de suelos alcalinos salinos Samborombon,GND,VIws,11,0
CoSBTA,1,695,GND Suelos hidromorficos del Segundo Brazo del Arroyo Tres Arroyos,GND,VIIws,5,0
CoSMa,1,696,GND Complejo de suelos hidromorficos Estancia San Marcos,GND,VIIws,8,0
CoSMy,1,697,Complejo de suelos halohidromorficos San Mayol,GND,VIws,10,0
CoSN,1,698,GND Complejo del Salado Norte,GND,VIIws,5,0
CoSRi,1,699,GND Complejo de suelos alcalinos anegables Santa Rita,GND,VIIws,6,0
CoSVi,1,700,GND Salitral de la Vidriera,GND,VIIws,5,0
CoTBAoSn,1,701,GND Complejo de suelos hidromorficos de la terraza baja del Arroyo Saladillo Norte,GND,VIIws,7,0
CoTBRS,1,702,GND Complejo de suelos alcalinos Rio Salado,GND,VIIws,8,0
CoTInRS,1,703,GND Complejo de suelos hidromorficos de la terraza inundable del Rio Salado,GND,VIIws,6,0
CotiRL,1,704,Comp Indif. Complejo alcalino Rio Lujan,Comp Indif.,VIIws,9,0
CotiRSaI,1,705,GND Complejo Rio Salado Ib,GND,VIIws,0,0
CotiRSaIb,1,706,GND Complejo de suelos alcalino salinos de la terraza intermedia del Rio Salado,GND,VIIws,8,0
CotiRSal,1,707,Comp Indif. Complejo Rio Salado Ib,Comp Indif.,VIIws,0,0
CotiRSII,1,708,GND Complejo de suelos anegables alcalinos de la terraza intermedia del rio Salado II,GND,VIIws,6,0
CoTL,1,709,Complejo de suelos halohidromorficos Tres Lagunas,Complejo,VIIws,5,0
CoTyu,1,710,GND Complejo de suelos anegables Tuyuti,GND,VIIws,8,0
